来源,时间,公司规模,英文名字,中文名字,公司简称,法人,成立日期,注册资本(万元）,联系人,联系人职位,职位名称,最低工资,最高工资,工资范围,招人数,工作经验 （年数）,学历要求,行业,公司经营地址,经营范围
58Job,2021-08-09,1-49人,,深圳市唐彩照明科技有限公司,唐彩照明,刘鳗娇,2005-12-31,1000万人民币,,,外贸销售员包吃住+五险,4500,6500,4500-6500元/月,招3人,经验不限,学历不限,贸易/进出口,深圳宝安沙井沙四高新工业园G栋,一般经营项目是：生产LED灯、LED投光灯、LED其他灯具（不含除油、酸洗、喷漆），发光二极管、照明应用产品、电子产品、软件产品的技术开发及销售；国内商业、物资供销业（以上不含专营、专控、专卖商品)；货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市唐彩照明科技有限公司,唐彩照明,刘鳗娇,2005-12-31,1000万人民币,,,外贸销售员包吃住+五险,4500,6500,4500-6500元/月,招3人,经验不限,学历不限,贸易/进出口,深圳宝安沙井沙四高新工业园G栋,一般经营项目是：生产LED灯、LED投光灯、LED其他灯具（不含除油、酸洗、喷漆），发光二极管、照明应用产品、电子产品、软件产品的技术开发及销售；国内商业、物资供销业（以上不含专营、专控、专卖商品)；货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市唐彩照明科技有限公司,唐彩照明,刘鳗娇,2005-12-31,1000万人民币,,,外贸销售员包吃住+五险,4500,6500,4500-6500元/月,招3人,经验不限,学历不限,贸易/进出口,深圳宝安沙井沙四高新工业园G栋,一般经营项目是：生产LED灯、LED投光灯、LED其他灯具（不含除油、酸洗、喷漆），发光二极管、照明应用产品、电子产品、软件产品的技术开发及销售；国内商业、物资供销业（以上不含专营、专控、专卖商品)；货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市唐彩照明科技有限公司,唐彩照明,刘鳗娇,2005-12-31,1000万人民币,,,外贸销售员包吃住+五险,4500,6500,4500-6500元/月,招3人,经验不限,学历不限,贸易/进出口,深圳宝安沙井沙四高新工业园G栋,一般经营项目是：生产LED灯、LED投光灯、LED其他灯具（不含除油、酸洗、喷漆），发光二极管、照明应用产品、电子产品、软件产品的技术开发及销售；国内商业、物资供销业（以上不含专营、专控、专卖商品)；货物进出口、技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市鸿联兴电子有限公司,创新达,陈明森,2003-06-12,50万人民币,,,外贸专员,,,薪资面议,招4人,经验不限,大专,贸易/进出口+电子技术/半导体/集成电路,深圳福田华强北佳和大厦B座1811,一般经营项目是：电子产品的技术开发与销售，国内商业、物资供销业；经营进出口业务。，许可经营项目是：
58Job,2021-08-09,100-499人,,深圳市伟成旺纸品包装有限公司,伟成旺,周卫斌,2010-11-05,500万人民币,,,内贸外贸业务有无经验均可,8000,12000,8000-12000元/月,招2人,"1年以下,可接收应届生",大专,贸易/进出口+出版/印刷/造纸,深圳宝安区西乡铁仔路46号第五车间3楼,一般经营项目是：纸品、包装材料、电子五金辅料、消费类电子产品、消毒用品、防护面罩（非医用）、服装辅料的销售；包装设计；房屋租赁；物业管理；其他国内贸易；货物及技术进出口。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外；涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：纸品、包装材料的加工；防护面罩（非医用）的生产；二类医疗器械销售（含医用口罩、额温枪、体温计、防护服、护目镜、医用手套）。
58Job,2021-08-09,1-49人,,深圳市高林达塑胶电子有限公司,高林达,李平华,2001-07-27,500万人民币,,,外贸业务员,8000,10000,8000-10000元/月,招5人,6-7年,大专,其他行业,深圳市宝安区松岗街道潭头第二工业区1号厂房二、六楼,一般经营项目是：塑胶、电子产品设计、销售；模具设计；货物及技术进出口（不含法律、行政法规、国务院决定禁止项目与规定需前置审批项目）。，许可经营项目是：塑胶、电子产品生产；模具生产；普通货运。
58Job,2021-08-09,50-99人,,深圳市奇明光电实业有限公司,迪蓝特科技,黄月红,2019-07-26,100万人民币,,,外贸经理,10000,20000,10000-20000元/月,招2人,3-5年,本科,电子技术/半导体/集成电路,深圳龙华区大浪浪口社区华昌北路春兴工业楼二楼,一般经营项目是：口罩、电子产品、数码产品、线材、数据线、电子元器件、五金制品、塑胶制品及周边相关产品的技术开发与销售；国内贸易，经营进出口业务。，许可经营项目是：二类医疗器械的销售，电子产品、数码产品、线材、数据线、电子元器件、五金制品、塑胶制品及周边相关产品的生产。
58Job,2021-08-09,1-49人,,深圳科思琪电子科技有限公司,高林达,李平华,2001-07-27,500万人民币,,,外贸业务经理,12000,20000,12000-20000元/月,招2人,10年以上,大专,其他行业,深圳市宝安区松岗街道潭头第二工业区1号厂房二、六楼,一般经营项目是：塑胶、电子产品设计、销售；模具设计；货物及技术进出口（不含法律、行政法规、国务院决定禁止项目与规定需前置审批项目）。，许可经营项目是：塑胶、电子产品生产；模具生产；普通货运。
58Job,2021-08-09,100-499人,,深圳市合盛创杰科技有限公司,嘉,王刚强,2005-04-08,100万人民币,,,外贸主管,,,薪资面议,招1人,1-2年,大专,原材料和加工,深圳市龙华新区观澜街道桂花社区田螺湖工业园8栋,一般经营项目是：压制模具、锌合金压铸件、铝合金压铸件的生产（以上不含限制项目）；五金产品、电器产品、电子产品零部件的技术开发、购销及其它国内商业、物资供销业（以上不含限制项目及专营、专控、专卖商品）。货物及技术进出口。，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市胜康电子科技有限公司,胜康,肖春根,2011-05-20,300万人民币,,,外贸专员,4000,8000,4000-8000元/月,招3人,经验不限,大专,电子技术/半导体/集成电路,深圳宝安沙井新二庄村二路49号F栋303,一般经营项目是：按摩器、保湿器、电子产品、电子礼品、保健器材、美容美发用品、美容仪器、劳保用品的研发销售；国内贸易，货物及技术进出口。（以上不含医疗器械，法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：按摩器、保湿器、电子产品、电子礼品、保健器材、美容美发用品、美容仪器（以上不含医疗器械）、劳保用品的生产；血压计，额温枪，测血糖仪及二类医疗器械的研发及销售。
58Job,2021-08-09,1-49人,,深圳安星物联科技发展有限公司,丽彩,彭利军,2016-01-22,200万人民币,,,外贸业务员国际阿里巴巴,5000,10000,5000-10000元/月,招1人,"1-2年,可接收应届生",大专,其他行业,深圳市坪山区坪山街道坪山办事处六和社区高思特工业区第2栋3楼,一般经营项目是：不干胶纸，pvc盒，胶袋，胶壳，圣诞工艺品配件，绒布材料的研发与销售；国内贸易；货物及技术进出口。（不含专营、专卖、专控商品；法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：星星花、卷卷花、工艺礼品花、机械设备的研发、加工与销售。
58Job,2021-08-09,100-499人,,马尔斯数码技术（深圳）有限公司,马尔斯,曾永红,2005-08-19,494.074万人民币,,,外贸业务员五险包住,6000,10000,6000-10000元/月,招4人,经验不限,学历不限,原材料和加工+电子技术/半导体/集成电路,深圳龙岗区坂田街道龙璧工业区4栋,一般经营项目是：灯具销售；互联网销售（除销售需要许可的商品）；，许可经营项目是：开发、生产经营数码产品、电子产品MP3、MP4、汽车电子设备系统、数字摄录机、数字录放机、数字放声设备、数字音、视频编码设备、GPS卫星导航器、移动通信手机、液晶显示器及液晶电视。照明器具制造；通信设备制造；移动通信设备制造；智能车载设备制造；工业控制计算机及系统制造；可穿戴智能设备制造；信息安全设备制造；数字家庭产品制造；光电子器件制造。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
58Job,2021-08-09,1-49人,,深圳市正芯城电子科技有限公司,万旭宏,周镇龙,2015-02-10,100万人民币,,,阿里国际站外贸员+8K,4000,8000,4000-8000元/月,招2人,"经验不限,可接收应届生",大专,互联网/电子商务+贸易/进出口,桑达工业区404栋618室,一般经营项目是：电子产品的技术开发，通讯数码产品及配件、计算机周边设备的销售；电脑及周边器材、家用电器、汽车用品的销售；经营电子商务；国内贸易；货物及技术进出口，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市宝安区一田一屋小吃店,莱蒙斯,颜志翔,2016-05-26,100万人民币,,,外贸客服,6000,10000,6000-10000元/月,招2人,"经验不限,可接收应届生",大专,其他行业,深圳宝安翻身路华创达中心商务大厦F313至315室,一般经营项目是：经营电子商务（涉及前置性行政许可的，须取得前置性行政许可文件后方可经营）；化妆品、清洁用品、日用百货、卫生用品、成人用品、家居用品、电子产品、数码产品、手机及电脑周边配件的技术开发和销售；玩具、办公用品、户外运动用品、服装、鞋帽、首饰、手表、眼镜（不含隐形眼镜）、工艺礼品的销售，国内贸易；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：
,,50-99人,,,,,,,,,外贸业务包吃住,8000,16000,8000-16000元/月,招3人,1-2年,学历不限,服装/纺织/皮革,爱联嶂背路76号,
58Job,2021-08-09,1-49人,,深圳市中腾电子有限公司,中腾电子,蔡威宏,2005-07-06,100万人民币,,,外贸业务员,6000,9000,6000-9000元/月,招1人,"1年以下,可接收应届生",大专,计算机硬件,深圳龙岗区坂田岗头禾坪岗金源科技园2栋401,一般经营项目是：计算机配件及周边产品的购销；数码产品、电子产品、内存条的购销；国内贸易。，许可经营项目是：电子芯片测试；内存条、U盘、存储卡、CPS、PCBA、LED灯的生产与购销。
58Job,2021-08-09,100-499人,,深圳市很扎实科技有限公司,,王群辉,2011-10-20,1000万人民币,,,外贸业务员月薪8K,6000,8000,6000-8000元/月,招10人,"经验不限,可接收应届生",学历不限,贸易/进出口+服装/纺织/皮革,深圳宝安西乡共和工业路宏鹏辉综合楼A栋7楼,一般经营项目是：销售及批发防护服装、特种防护服装、普通服装；从事防护用品、救援用品研发；新材料应用的技术开发；特种劳动防护用品的进出口；货物及技术进出口（不含国家禁止、限制及需取得前置许可的经营项目）。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：从事防护用品、救援用品生产；功能性、绿色环保及特种服装生产；耐热防护服装及防静电、防水、防油污相关产品生产。
58Job,2021-08-09,1-49人,,深圳市捷丰泰科技有限公司,捷丰泰,王绪华,2012-06-04,100万人民币,,,外贸专员/助理,5000,8000,5000-8000元/月,招2人,经验不限,学历不限,仪器仪表/工业自动化,深圳市龙岗区横岗街道保安社区赐昌路6号3栋1楼,一般经营项目是：电子设备软件系统的技术开发；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；货物及技术进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：五金产品、灯饰、电子产品、电子设备、数控设备及配件的技术开发、购销、生产加工。
58Job,2021-08-09,100-499人,,深圳市三品模具有限公司,三品模具,曹道军,2010-09-13,200万人民币,,,诚招外贸业务员+五险,,,薪资面议,招8人,"1-2年,可接收应届生",大专,原材料和加工,深圳宝安松岗沙浦围茅洲河工业区16栋A幢,一般经营项目是：塑胶模具、工装夹具、塑胶制品、五金制品的销售；房屋租赁；物业管理；货物及技术进出口。，许可经营项目是：塑胶模具、工装夹具、塑胶制品、五金制品的生产。
58Job,2021-08-09,50-99人,,深圳市佳源达科技有限公司,佳源达,邱平,2008-06-25,50万人民币,,,外贸专员/助理,4000,5400,4000-5400元/月,招2人,1-2年,大专,仪器仪表/工业自动化,东莞常平上树吓二路三号,一般经营项目是：电子配件、五金配件的销售；国内贸易；货物及技术进出口。金属切割及焊接设备销售；包装专用设备销售；电子专用设备销售；电力电子元器件销售；配电开关控制设备销售；配电开关控制设备研发；电子元器件与机电组件设备销售；电子专用材料销售；橡胶制品销售；五金产品研发；五金产品批发；模具销售；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：超声波机械、超声波塑焊机机械的销售。
58Job,2021-08-09,50-99人,,深圳市稳进自动化设备有限公司,佳源达,邱平,2008-06-25,50万人民币,,,月薪过万急招外贸业务员,6000,12000,6000-12000元/月,招1人,1-2年,学历不限,仪器仪表/工业自动化,深圳龙华新区大浪华兴路9号成天泰工业园厂房1栋201A室,一般经营项目是：电子配件、五金配件的销售；国内贸易；货物及技术进出口。金属切割及焊接设备销售；包装专用设备销售；电子专用设备销售；电力电子元器件销售；配电开关控制设备销售；配电开关控制设备研发；电子元器件与机电组件设备销售；电子专用材料销售；橡胶制品销售；五金产品研发；五金产品批发；模具销售；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：超声波机械、超声波塑焊机机械的销售。
58Job,2021-08-09,1-49人,,深圳市虹晟源光电科技有限公司,虹晟源,潘李广,2011-12-07,10万人民币,,,LED外贸业务+高提奖金,4000,8000,4000-8000元/月,招2人,1-2年,大专,电子技术/半导体/集成电路,上排永和路7号江海工业园5楼,一般经营项目是：LED半导体照明产品、LED显示屏、LED灯饰以及LED产品控制系统的研发与销售。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：电光源、照明器具及配套器件、光电控制系统的生产。
58Job,2021-08-09,1-49人,,深圳威仕麦电子有限公司,速能特,孙南权,2014-07-31,100万人民币,,,外贸经理主管外贸业务团队,11000,20000,11000-20000元/月,招2人,3-5年,大专,原材料和加工,深圳宝安福永华丰智谷福海科技产业园A432(福永地铁站B出口）,一般经营项目是：印刷设备、印刷耗材、热转印设备、转印材料、印花技术的开发、销售;货物及技术进出口;口罩、防护服、额温枪、护目镜的销售（需取得二类医疗器械经营备案后方可经营），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳和胜物流供应链管理有限公司,,高生,2015-12-30,300万人民币,,,高薪诚聘外贸业务员,10000,20000,10000-20000元/月,招10人,1-2年,大专,批发/零售+家具灯饰,广东省深圳市宝安区国泰路50-1号,一般经营项目是：LED照明产品、亮化产品的研发与销售；国内贸易；货物及技术的进出口。，许可经营项目是：LED照明产品、亮化产品的生产制造与加工；
58Job,2021-08-09,100-499人,,深圳市标研科技有限公司,驰普科达,邓勇明,2015-06-03,5000万人民币,,,月均6千外贸业务员包住,5000,10000,5000-10000元/月,招2人,1年以下,大专,电子技术/半导体/集成电路,深圳南山南油南山大道1088号枫叶大厦7L,一般经营项目是：新能源产品、LED灯、充电器、电子产品的研发与销售；国内贸易，货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外，涉及行政许可的，须取得行政许可后方可经营），许可经营项目是：电子产品的生产。
58Job,2021-08-09,1-49人,,深圳市合盛创杰科技有限公司,子辰橡塑制品,宋腊梅,2013-06-14,50万人民币,,,外贸业务员/外贸专员,4000,8000,4000-8000元/月,招6人,"经验不限,可接收应届生",大专,原材料和加工+贸易/进出口,广东省深圳市宝安区和一村金美威工业园,一般经营项目是：橡胶制品、硅胶制品、塑胶制品、五金制品、机械设备的销售；电子产品、机电设备、包装材料、装饰材料、日用百货、办公用品、汽车配件、工程机械配件设备的销售；国内贸易，货物及技术进出口；第一类医疗器械销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：橡胶制品、硅胶制品、塑胶制品、五金制品、电子产品的加工及生产。
58Job,2021-08-09,100-499人,,深圳市百亨电子有限公司,百,曾志雄,2004-12-02,450万人民币,,,外贸业务员,4500,6000,4500-6000元/月,招1人,"经验不限,可接收应届生",大专,其他行业,深圳市宝安区燕罗街道办第三工业区A5地块B2栋,一般经营项目是：电阻、光纤光缆通讯传输线、低烟无卤数据信号传输线、接插件、通讯电线连接器、低烟无卤材料的销售；电子元件、材料的销售；货物及技术进出口。，许可经营项目是：电阻、光纤光缆通讯传输线、低烟无卤数据信号传输线、接插件、通讯电线连接器、低烟无卤材料造粒加工、生产。
58Job,2021-08-09,1-49人,,深圳市鼎信商业服务有限公司,,Graeme Neil Rubenstein,2020-02-28,40万美元,,,外贸销售,6000,8000,6000-8000元/月,招2人,经验不限,大专,贸易/进出口,深圳龙岗南湾街道老圩村大厦4栋4楼,一般经营项目是：货物或技术进出口；经营进出口业务；初级农产品批发、销售；服装、纺织品、针织品、日用百货批发、销售； 文化用品、体育用品批发、销售；建材批发、销售；机械设备、五金产品、电子产品批发、销售；首饰、工艺品（象牙及其制品除外）批发、销售；计算机软件、信息系统软件的开发、销售；信息系统设计、集成、运行维护；信息技术咨询；企业管理咨询；经济信息咨询；商务信息咨询；市场营销策划服务；企业营销策划；集成电路设计、研发。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市伟力创实业有限公司,伟力创,高金花,2019-04-29,50万人民币,,,高级外贸助理,,,薪资面议,招2人,1年以下,大专,原材料和加工,深圳宝安区松岗街道艺展四路8号满京华盈硕商务大厦1109,一般经营项目是：五金制品、五金零配件、注塑制品、钣金制品、自动化产品、电子产品、模具的研发与销售；国内贸易；货物及技术进出口。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市优艺硅橡胶制品有限公司,伟力创,高金花,2019-04-29,50万人民币,,,急招外贸业务员,10000,15000,10000-15000元/月,招4人,1年以下,大专,原材料和加工,深圳宝安区松岗街道艺展四路8号满京华盈硕商务大厦1109,一般经营项目是：五金制品、五金零配件、注塑制品、钣金制品、自动化产品、电子产品、模具的研发与销售；国内贸易；货物及技术进出口。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,100-499人,,三姊妹健康管理（深圳）有限公司,利勇安,邹勇,2001-06-04,500万人民币,,,外贸跟单,5000,8000,5000-8000元/月,招1人,经验不限,大专,原材料和加工+其他行业,深圳市龙华区宝华工业区新二栋深圳利勇安硅橡胶有限公司,一般经营项目是：硅橡胶制品、硅胶模具、五金制品、塑胶制品、高分子材料的研发与销售；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动），许可经营项目是：生产销售导电橡胶按键、斑马条及模具加工；普通货运；硅橡胶制品、硅胶模具、五金制品、塑胶制品、高分子材料的生产。
58Job,2021-08-09,50-99人,,深圳市创新达电子科技有限公司,创新达,陈明森,2003-06-12,50万人民币,,,外贸销售,,,薪资面议,招4人,1-2年,大专,贸易/进出口+电子技术/半导体/集成电路,深圳福田华强北佳和大厦B座1811,一般经营项目是：电子产品的技术开发与销售，国内商业、物资供销业；经营进出口业务。，许可经营项目是：
58Job,2021-08-09,50-99人,,深圳市合盛创杰科技有限公司,远捷包装,谢远文,2004-09-09,50万人民币,,,外贸业务员,5000,7000,5000-7000元/月,招3人,经验不限,大专,原材料和加工,深圳龙华新区大浪华繁路泉新源工业园2栋2楼,一般经营项目是：国内贸易；货物及技术进出口。（以上均不含法律、行政法规、国务院决定规定需前置审批和禁止的项目），许可经营项目是：包装制品的技术开发、生产和销售。
58Job,2021-08-09,1-49人,,深圳市特别特电子商务有限公司,海锐照明,刘世海,2013-10-21,300万人民币,,,外贸业务高提成五险一金,5000,10000,5000-10000元/月,招6人,1-2年,本科,贸易/进出口+家具灯饰+原材料和加工,深圳宝安石岩街道园岭村志泫翰园岭工业园,一般经营项目是：LED灯具产品的技术研发与销售；国内贸易（不含专营、专控、专卖商品）；货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：LED灯具的生产、组装。
58Job,2021-08-09,1-49人,,深圳泰石精密五金有限公司,泰石精密,易伟,2013-01-28,50万人民币,,,外贸业务员,5000,10000,5000-10000元/月,招2人,经验不限,大专,钢铁/机械/设备/重工,马田街道薯田埔社区新兴工业区A区第67栋厂房301,一般经营项目是：五金制品、螺丝、机电设备、电子元器件的销售。，许可经营项目是：五金制品、螺丝、机电设备、电子元器件的生产。
58Job,2021-08-09,1-49人,,深圳市冠泰新材料有限公司,冠泰新,吕海燕,2006-06-13,50万人民币,,,工厂双休无责底薪5K外贸,4000,8000,4000-8000元/月,招3人,1-2年,大专,贸易/进出口+原材料和加工,深圳龙华新区观澜,一般经营项目是：绝缘套管、电子元器件、光纤光缆、光通信器件、光缆分接箱、五金化工的销售(不含危险化学品、易制毒化学品)。国内商业、物资供销业、货物及技术进出口。(以上均不含法律、行政法规、国务院决定禁止及规定需前置审批项目)，许可经营项目是：光纤保护套管、热缩套管的生产。
58Job,2021-08-09,1-49人,,深圳市速能特科技有限公司,速能特,孙南权,2014-07-31,100万人民币,,,外贸业务跟单询盘多,5000,10000,5000-10000元/月,招若干人,经验不限,学历不限,原材料和加工,深圳宝安福永华丰智谷福海科技产业园A432(福永地铁站B出口）,一般经营项目是：印刷设备、印刷耗材、热转印设备、转印材料、印花技术的开发、销售;货物及技术进出口;口罩、防护服、额温枪、护目镜的销售（需取得二类医疗器械经营备案后方可经营），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳朗图科技有限公司,雅硕科技,林伟东,2013-07-12,100万人民币,,,阿里国际站销售外贸业务员,5000,10000,5000-10000元/月,招4人,"1年以下,可接收应届生",大专,贸易/进出口+互联网/电子商务,松柏路1号横岗大厦,一般经营项目是：LED灯具及配件、电子产品、电器配件、汽摩配件、五金交电、电线电缆的技术开发、设计与销售。国内贸易；货物及技术进出口。，许可经营项目是：第二类医疗器械的批发与销售。
58Job,2021-08-09,1-49人,,深圳市锦泰包装制品有限公司,锦泰包装,胡学明,2004-11-02,50万人民币,,,外贸销售,6000,10000,6000-10000元/月,招5人,1-2年,大专,其他行业,深圳宝安西乡街道洲石路鸿图工业园,一般经营项目是：胶袋、包装袋的生产和销售（以上均不含印刷及其它国家限制项目）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市银河系科技有限公司,新金科,代世梅,2011-08-15,50万人民币,,,外贸销售,4500,9000,4500-9000元/月,招8人,经验不限,学历不限,计算机硬件,广东省深圳市福田区彩田南路彩虹大厦8A,一般经营项目是：投资兴办实业（具体项目另行申报）；数码产品、电子产品及配件、电子数据线、电子元器件、电脑及周边产品、办公用品的购销；计算机软硬件的技术开发、购销；计算机软件的上门维护；计算机周边产品的上门安装及上门维修；电子产品及配件的上门安装；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；货物及技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营）。，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市合盛创杰科技有限公司,子辰橡塑制品,宋腊梅,2013-06-14,50万人民币,,,外贸业务员,5000,10000,5000-10000元/月,招6人,经验不限,大专,原材料和加工+贸易/进出口,广东省深圳市宝安区和一村金美威工业园,一般经营项目是：橡胶制品、硅胶制品、塑胶制品、五金制品、机械设备的销售；电子产品、机电设备、包装材料、装饰材料、日用百货、办公用品、汽车配件、工程机械配件设备的销售；国内贸易，货物及技术进出口；第一类医疗器械销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：橡胶制品、硅胶制品、塑胶制品、五金制品、电子产品的加工及生产。
58Job,2021-08-09,1-49人,,海凌达科技（深圳）有限公司,品秀贸易,方楚君,2018-10-09,100万人民币,,,坂田外贸仓库配货、打包员,5000,7000,5000-7000元/月,招4人,经验不限,学历不限,互联网/电子商务+贸易/进出口,深圳龙岗区坂田街道新河街金方华电商产业园三期五栋409,一般经营项目是：电子商务；化妆品，美容护肤，洗护用品，母婴用品，电子科技产品的销售；品牌管理；彩妆；国内贸易；经营进出口业务，许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市碧海高科集团有限公司,弘之宇,袁兴远,2019-04-10,300万人民币,,,外贸运营,,,薪资面议,招1人,3-5年,学历不限,钢铁/机械/设备/重工,广东省深圳市宝安区后亭全至科技创新园壹号楼5M,一般经营项目是：研发销售工业、医疗、实验、商业、家用等超声波清洗机;空气净化器、消毒设备、废水处理设备、废水和有机垃圾制肥机、垃圾和废弃物等环境处理设备、电子机械设备、家用电子电器、节能环保设备、五金电器配件等;提供完整的研发、销售、技术应用和服务，国内外贸易，货物及技术进出口等。，许可经营项目是：生产工业、医疗、实验、商业、家用等超声波清洗机。
58Job,2021-08-09,1-49人,,深圳星立东科技有限公司,星立东,王成团,2011-06-27,1000万人民币,,,外贸业务底薪提成包吃住,6000,10000,6000-10000元/月,招5人,"经验不限,可接收应届生",大专,其他行业,深圳市光明区光明办事处光明新区高新产业园西片区光侨1106号帝光数码科技园星立东科技有限公司,一般经营项目是：工业设计；工业保护膜的研发与设计；电子胶带、光学胶带、双面胶带、屏幕保护膜、防爆膜、透明胶膜、玩具贴纸、不干胶纸、商标标签材料、耐高温胶带的技术开发与销售；国内贸易、货物及技术进出口（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：电子胶带、光学胶带、双面胶带、屏幕保护膜、防爆膜、透明胶膜、玩具贴纸、不干胶纸、商标标签材料、耐高温胶带的生产；普通货运。
58Job,2021-08-09,50-99人,,深圳市先涛科技有限公司,先涛科技,李秀梅,2012-06-08,100万人民币,,,外贸跟单员,6000,8000,6000-8000元/月,招1人,1-2年,大专,贸易/进出口+电子技术/半导体/集成电路,深圳宝安固戍三围华丰科技园B区茶树1栋4楼,一般经营项目是：电源适配器、开关电源、LED灯电源、交换机、变压器、充电器、电源、通讯器材、安防产品、安防配件、电子元器件、电脑周边产品、视频传输产品、智能防盗设备及其配件、智能家居产品，安防产品的开发及技术服务与销售；电流转换器、摄像头、硬盘录像机、计算机软硬件的技术开发与销售；国内贸易；货物及技术进出口。（法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：
58Job,2021-08-09,1-49人,,深圳市鉴恒科技有限公司,新美威科,张新峰,2008-05-20,3万人民币,,,国际外贸业务员,4000,8000,4000-8000元/月,招3人,1-2年,大专,互联网/电子商务,广东省深圳市龙华区大浪街道高峰社区鹊山30栋2层（元芬村云峰路33-4号2楼）,一般经营项目是：包装材料、辅助包装材料、包装制品、电子、塑胶及五金制品的研发与销售，国内贸易，货物及技术进出口。，许可经营项目是：包装材料、辅助包装材料、包装制品、电子、塑胶及五金制品的生产。
58Job,2021-08-09,1-49人,,恒盈塑模（深圳）有限公司,和通佳,孙丽娜,2015-02-11,5000万人民币,,,10-20K松岗外贸业务,10000,20000,10000-20000元/月,招3人,经验不限,本科,贸易/进出口,深圳市宝安区松岗街道东方社区大田洋龙门工业区2号C栋综合楼501（五楼整层）,一般经营项目是：电子与智能化工程，建筑智能化工程，计算机系统集成，综合布线，数据处理，城市及道路照明工程、城市照明的规划设计，室内外，园林，广场，道路，桥梁的光环境及规划设计安装及维护。LED显示屏、LED灯具的技术开发、销售及工程的施工（须取得建设行政主管部门颁发的资质证书方可经营）；LED材料销售；计算机软硬件及外围设备的开发与销售；电子元器件，电子产品的销售；LED音频视频处理设备，液晶拼接控制设备，LED视频控制设备，矩阵，无缝切换台的研发，销售；电子产品的技术开发，技术咨询，技术转让及销售；金属材料，钢材，五金，装饰材料销售；电线，电缆，光纤，网线，配电柜的销售；LED显示屏的售后服务及上门维修；LED显示屏工程、照明工程的施工；国内贸易，货物及技术进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：LED显示屏、LED灯具的生产；钢结构制作及安装工程；计算机软硬件及外围设备的生产；经营性互联网信息服务。
